1.000000000000000000e+00 1.000000000000000000e+00 5.225219847959512845e+04
1.500000000000000000e+00 1.500000000000000000e+00 2.124324728083728769e+04
2.000000000000000000e+00 2.000000000000000000e+00 1.019716973457752647e+04
2.500000000000000000e+00 2.500000000000000000e+00 5.665978451853118713e+03
3.000000000000000000e+00 3.000000000000000000e+00 3.505678326327499235e+03
3.500000000000000000e+00 3.500000000000000000e+00 2.315062540021257973e+03
4.000000000000000000e+00 4.000000000000000000e+00 1.616074978821026662e+03
4.500000000000000000e+00 4.500000000000000000e+00 1.173157145423843303e+03
5.000000000000000000e+00 5.000000000000000000e+00 2.588107327734331193e+03
5.500000000000000000e+00 5.500000000000000000e+00 2.099854816368215324e+03
6.000000000000000000e+00 6.000000000000000000e+00 1.620732945133266185e+03
6.500000000000000000e+00 6.500000000000000000e+00 1.291153730052662013e+03
7.000000000000000000e+00 7.000000000000000000e+00 1.061348960644580075e+03
7.500000000000000000e+00 7.500000000000000000e+00 8.893071193387963831e+02
8.000000000000000000e+00 8.000000000000000000e+00 7.531531518755023171e+02
8.500000000000000000e+00 8.500000000000000000e+00 1.623686622543636304e+03
9.000000000000000000e+00 9.000000000000000000e+00 1.405076427347762319e+03
9.500000000000000000e+00 9.500000000000000000e+00 1.222224311898229871e+03
1.000000000000000000e+01 1.000000000000000000e+01 1.068856619701707587e+03
1.050000000000000000e+01 1.050000000000000000e+01 9.397106851500152516e+02
1.100000000000000000e+01 1.100000000000000000e+01 8.303267732671238264e+02
1.150000000000000000e+01 1.150000000000000000e+01 7.371312853166643890e+02
1.200000000000000000e+01 1.200000000000000000e+01 6.572867425534301447e+02
1.250000000000000000e+01 1.250000000000000000e+01 5.885229599019244233e+02
1.300000000000000000e+01 1.300000000000000000e+01 5.290107052616100418e+02
1.350000000000000000e+01 1.350000000000000000e+01 4.772662195400240535e+02
1.400000000000000000e+01 1.400000000000000000e+01 4.320784128076792854e+02
1.450000000000000000e+01 1.450000000000000000e+01 3.924528939318823859e+02
1.500000000000000000e+01 1.500000000000000000e+01 3.575686125244860136e+02
1.550000000000000000e+01 1.550000000000000000e+01 3.267415462298457669e+02
1.600000000000000000e+01 1.600000000000000000e+01 2.993931602196907988e+02
1.650000000000000000e+01 1.650000000000000000e+01 2.750399557735703411e+02
1.700000000000000000e+01 1.700000000000000000e+01 2.532777439623843918e+02
1.750000000000000000e+01 1.750000000000000000e+01 2.337667488713750288e+02
1.800000000000000000e+01 1.800000000000000000e+01 2.162198455041693705e+02
1.850000000000000000e+01 1.850000000000000000e+01 2.003932053962869588e+02
1.900000000000000000e+01 1.900000000000000000e+01 1.860788064343229848e+02
1.950000000000000000e+01 1.950000000000000000e+01 1.730983969637257474e+02
2.000000000000000000e+01 2.000000000000000000e+01 1.612986024636653895e+02
2.050000000000000000e+01 2.050000000000000000e+01 1.505472640016331809e+02
2.100000000000000000e+01 2.100000000000000000e+01 1.407308950488484811e+02
2.150000000000000000e+01 2.150000000000000000e+01 1.317506531129223788e+02
2.200000000000000000e+01 2.200000000000000000e+01 1.235198968058392239e+02
2.250000000000000000e+01 2.250000000000000000e+01 1.159624737120586531e+02
2.300000000000000000e+01 2.300000000000000000e+01 1.090112761726460917e+02
2.350000000000000000e+01 2.350000000000000000e+01 1.026070189111061097e+02
2.400000000000000000e+01 2.400000000000000000e+01 9.669720103568776892e+01
2.450000000000000000e+01 2.450000000000000000e+01 9.123522183019072429e+01
2.500000000000000000e+01 2.500000000000000000e+01 8.617962526306810389e+01
2.550000000000000000e+01 2.550000000000000000e+01 8.149345258997989561e+01
2.600000000000000000e+01 2.600000000000000000e+01 7.714368602089712113e+01
2.650000000000000000e+01 2.650000000000000000e+01 7.310076934285308425e+01
2.700000000000000000e+01 2.700000000000000000e+01 6.933819376951777258e+01
2.750000000000000000e+01 2.750000000000000000e+01 6.583213923570824022e+01
2.800000000000000000e+01 2.800000000000000000e+01 6.256116295317475817e+01
2.850000000000000000e+01 2.850000000000000000e+01 5.950592836036337019e+01
2.900000000000000000e+01 2.900000000000000000e+01 5.664896868661111284e+01
2.950000000000000000e+01 2.950000000000000000e+01 5.397448025292572993e+01
3.000000000000000000e+01 3.000000000000000000e+01 5.146814138121360571e+01
3.050000000000000000e+01 3.050000000000000000e+01 4.911696406820233562e+01
3.100000000000000000e+01 3.100000000000000000e+01 4.690918028343396173e+01
3.150000000000000000e+01 3.150000000000000000e+01 4.483407814620378673e+01
3.200000000000000000e+01 3.200000000000000000e+01 4.288188399079746205e+01
3.250000000000000000e+01 3.250000000000000000e+01 4.104366868990929618e+01
3.300000000000000000e+01 3.300000000000000000e+01 3.931126443093744882e+01
3.350000000000000000e+01 3.350000000000000000e+01 3.767719066086372948e+01
3.400000000000000000e+01 3.400000000000000000e+01 3.613458808716719517e+01
3.450000000000000000e+01 3.450000000000000000e+01 3.467715976919736676e+01
3.500000000000000000e+01 3.500000000000000000e+01 3.329911846047446744e+01
3.550000000000000000e+01 3.550000000000000000e+01 3.199513947066967390e+01
3.600000000000000000e+01 3.600000000000000000e+01 3.076031840922154359e+01
3.650000000000000000e+01 3.650000000000000000e+01 2.959013325294726116e+01
3.700000000000000000e+01 3.700000000000000000e+01 2.848041024944206967e+01
3.750000000000000000e+01 3.750000000000000000e+01 2.742729322818065185e+01
3.800000000000000000e+01 3.800000000000000000e+01 2.642721594334187785e+01
3.850000000000000000e+01 3.850000000000000000e+01 2.547687711763677143e+01
3.900000000000000000e+01 3.900000000000000000e+01 2.457321789579692961e+01
3.950000000000000000e+01 3.950000000000000000e+01 2.371340145067451388e+01
4.000000000000000000e+01 4.000000000000000000e+01 2.289479451484789507e+01
4.050000000000000000e+01 4.050000000000000000e+01 2.211495206441500727e+01
4.100000000000000000e+01 4.100000000000000000e+01 2.137160581847583884e+01
4.150000000000000000e+01 4.150000000000000000e+01 2.066264524559140625e+01
4.200000000000000000e+01 4.200000000000000000e+01 1.998610366886225975e+01
4.250000000000000000e+01 4.250000000000000000e+01 1.934014704695733045e+01
4.300000000000000000e+01 4.300000000000000000e+01 1.872306373583218786e+01
4.350000000000000000e+01 4.350000000000000000e+01 1.813325513651017218e+01
4.400000000000000000e+01 4.400000000000000000e+01 1.756922714425994059e+01
4.450000000000000000e+01 4.450000000000000000e+01 1.702958232332769128e+01
4.500000000000000000e+01 4.500000000000000000e+01 1.651301273921751900e+01
4.550000000000000000e+01 4.550000000000000000e+01 1.601829338746879472e+01
4.600000000000000000e+01 4.600000000000000000e+01 1.554427616407016721e+01
4.650000000000000000e+01 4.650000000000000000e+01 1.508988432815903380e+01
4.700000000000000000e+01 4.700000000000000000e+01 1.465410741256556371e+01
4.750000000000000000e+01 4.750000000000000000e+01 1.423599654214564936e+01
4.800000000000000000e+01 4.800000000000000000e+01 1.383466012375945198e+01
4.850000000000000000e+01 4.850000000000000000e+01 1.344925987525606281e+01
4.900000000000000000e+01 4.900000000000000000e+01 1.307900716395513463e+01
4.950000000000000000e+01 4.950000000000000000e+01 1.272315962792764132e+01
5.000000000000000000e+01 5.000000000000000000e+01 1.238101805589485771e+01
5.050000000000000000e+01 5.050000000000000000e+01 1.205192578466688502e+01
5.100000000000000000e+01 5.100000000000000000e+01 1.173527213352864429e+01
5.150000000000000000e+01 5.150000000000000000e+01 1.143048192217623438e+01
5.200000000000000000e+01 5.200000000000000000e+01 1.113701096733871765e+01
5.250000000000000000e+01 5.250000000000000000e+01 1.085434419736642653e+01
5.300000000000000000e+01 5.300000000000000000e+01 1.058199389336993690e+01
5.350000000000000000e+01 5.350000000000000000e+01 1.031949804770434476e+01
5.400000000000000000e+01 5.400000000000000000e+01 1.006641883130742698e+01
5.450000000000000000e+01 5.450000000000000000e+01 9.822341162056508423e+00
5.500000000000000000e+01 5.500000000000000000e+01 9.586871366910747483e+00
5.550000000000000000e+01 5.550000000000000000e+01 9.359635931160482869e+00
5.600000000000000000e+01 5.600000000000000000e+01 9.140280328613455296e+00
5.650000000000000000e+01 5.650000000000000000e+01 8.928467927017534223e+00
5.700000000000000000e+01 5.700000000000000000e+01 8.723878963447937451e+00
5.750000000000000000e+01 5.750000000000000000e+01 8.526209584786094808e+00
5.800000000000000000e+01 5.800000000000000000e+01 8.335170948779820677e+00
5.850000000000000000e+01 5.850000000000000000e+01 8.150488381511234337e+00
5.900000000000000000e+01 5.900000000000000000e+01 7.971900587408359051e+00
5.950000000000000000e+01 5.950000000000000000e+01 7.799158908220455544e+00
6.000000000000000000e+01 6.000000000000000000e+01 7.632026627641032235e+00
6.050000000000000000e+01 6.050000000000000000e+01 7.470277867251766679e+00
6.100000000000000000e+01 6.100000000000000000e+01 7.313695737849127632e+00
6.150000000000000000e+01 6.150000000000000000e+01 7.162073307254164689e+00
6.200000000000000000e+01 6.200000000000000000e+01 7.015213506386194453e+00
6.250000000000000000e+01 6.250000000000000000e+01 6.872928588391600258e+00
6.300000000000000000e+01 6.300000000000000000e+01 6.735039621146939659e+00
6.350000000000000000e+01 6.350000000000000000e+01 6.601376010855471321e+00
6.400000000000000000e+01 6.400000000000000000e+01 6.471775054628841062e+00
6.450000000000000000e+01 6.450000000000000000e+01 6.346081520099302153e+00
6.500000000000000000e+01 6.500000000000000000e+01 6.224147250254173258e+00
6.550000000000000000e+01 6.550000000000000000e+01 6.105830791815670011e+00
6.600000000000000000e+01 6.600000000000000000e+01 5.990997045611366367e+00
6.650000000000000000e+01 6.650000000000000000e+01 5.879516937492736517e+00
6.700000000000000000e+01 6.700000000000000000e+01 5.771267108463598028e+00
6.750000000000000000e+01 6.750000000000000000e+01 5.666129622774464636e+00
6.800000000000000000e+01 6.800000000000000000e+01 5.563991692827943147e+00
6.850000000000000000e+01 6.850000000000000000e+01 5.464745419821673167e+00
6.900000000000000000e+01 6.900000000000000000e+01 5.368287549129408198e+00
6.950000000000000000e+01 6.950000000000000000e+01 5.274519239491522349e+00
7.000000000000000000e+01 7.000000000000000000e+01 5.183345845149872844e+00
7.050000000000000000e+01 7.050000000000000000e+01 5.094676710120946694e+00
7.100000000000000000e+01 7.100000000000000000e+01 5.008424973856744344e+00
7.150000000000000000e+01 7.150000000000000000e+01 4.924507387593915375e+00
7.200000000000000000e+01 7.200000000000000000e+01 4.842844140737887493e+00
7.250000000000000000e+01 7.250000000000000000e+01 4.763358696673313908e+00
7.300000000000000000e+01 7.300000000000000000e+01 4.685977637432449328e+00
7.350000000000000000e+01 7.350000000000000000e+01 4.610630516690466862e+00
7.400000000000000000e+01 7.400000000000000000e+01 4.537249720591635338e+00
7.450000000000000000e+01 7.450000000000000000e+01 4.465770335943107128e+00
7.500000000000000000e+01 7.500000000000000000e+01 4.396130025342618097e+00
7.550000000000000000e+01 7.550000000000000000e+01 4.328268908834655093e+00
7.600000000000000000e+01 7.600000000000000000e+01 4.262129451715716222e+00
7.650000000000000000e+01 7.650000000000000000e+01 4.197656358133449395e+00
7.700000000000000000e+01 7.700000000000000000e+01 4.134796470146882896e+00
7.750000000000000000e+01 7.750000000000000000e+01 4.073498671935849025e+00
7.800000000000000000e+01 7.800000000000000000e+01 4.013713798867834193e+00
7.850000000000000000e+01 7.850000000000000000e+01 3.955394551147806581e+00
7.900000000000000000e+01 7.900000000000000000e+01 3.898495411794286269e+00
7.950000000000000000e+01 7.950000000000000000e+01 3.842972568700217639e+00
8.000000000000000000e+01 8.000000000000000000e+01 3.788783840552692794e+00
8.050000000000000000e+01 8.050000000000000000e+01 3.735888652459753434e+00
8.100000000000000000e+01 8.100000000000000000e+01 3.684248097774915021e+00
8.150000000000000000e+01 8.150000000000000000e+01 3.633824720788455753e+00
8.200000000000000000e+01 8.200000000000000000e+01 3.584582409709784923e+00
8.250000000000000000e+01 8.250000000000000000e+01 3.536486340926662031e+00
8.300000000000000000e+01 8.300000000000000000e+01 3.489502925875251016e+00
8.350000000000000000e+01 8.350000000000000000e+01 3.443599760385024577e+00
8.400000000000000000e+01 8.400000000000000000e+01 3.398745576370632016e+00
8.450000000000000000e+01 8.450000000000000000e+01 3.354910195749674529e+00
8.500000000000000000e+01 8.500000000000000000e+01 3.312064486472850788e+00
